LSOA11CD,LSOA11NM,Mean_Price
E01004728,Westminster 003D,786068.59
E01000922,Camden 007E,787080.88
E01002877,Kensington and Chelsea 003B,788772.05
E01003858,Richmond upon Thames 003G,789137.18
E01000874,Camden 005D,789216.07
E01000830,Bromley 021C,789884.86
E01002830,Kensington and Chelsea 004B,790121.93
E01002574,Hounslow 001D,790273.71
E01003872,Richmond upon Thames 007D,791576.50
E01003895,Richmond upon Thames 009D,792806.81
E01004699,Westminster 017F,795117.93
E01002579,Hounslow 008B,795182.07
E01002848,Kensington and Chelsea 015C,796185.95
E01004738,Westminster 024D,797052.93
E01002021,Haringey 022C,797697.07
E01000494,Brent 023B,798225.83
E01003033,Lambeth 019E,798312.06
E01004587,Wandsworth 009D,799404.49
E01003873,Richmond upon Thames 006A,800188.03
E01004745,Westminster 021C,800406.17
E01001987,Haringey 033C,801483.32
E01001939,Hammersmith and Fulham 023C,802438.46
E01000205,Barnet 035A,803492.46
E01000002,City of London 001B,803949.23
E01004543,Wandsworth 027A,805474.83
E01001933,Hammersmith and Fulham 011D,806251.54
E01000209,Barnet 035B,807289.04
E01001751,Hackney 021D,807637.32
E01000881,Camden 008A,811875.01
E01033608,Westminster 007G,814073.15
E01000143,Barnet 041D,814197.09
E01004293,Tower Hamlets 027B,814368.70
E01000843,Camden 014A,815023.70
E01004554,Wandsworth 009A,815620.50
E01001568,Enfield 022D,815638.89
E01001989,Haringey 033D,817170.42
E01004074,Southwark 031D,817438.09
E01001224,Ealing 019B,817552.31
E01001929,Hammersmith and Fulham 009D,817625.93
E01003072,Lambeth 014A,818609.28
E01004489,Wandsworth 030D,819059.07
E01002729,Islington 021E,820036.43
E01000311,Barnet 034D,820194.34
E01003385,Merton 011C,820344.06
E01000667,Bromley 033C,820940.15
E01002878,Kensington and Chelsea 003C,821229.76
E01000903,Camden 006E,821758.19
E01004668,Westminster 023D,822176.64
E01001227,Ealing 019D,822371.42
E01004544,Wandsworth 021E,822637.80
E01002019,Haringey 022B,825695.62
E01004550,Wandsworth 017D,829935.57
E01003443,Merton 010B,833480.11
E01004729,Westminster 003E,835263.04
E01000886,Camden 006A,837038.15
E01003892,Richmond upon Thames 009A,837354.37
E01003745,Redbridge 001B,837694.02
E01000645,Bromley 007A,839301.21
E01000895,Camden 002C,842032.91
E01002801,Islington 020C,842212.11
E01002009,Haringey 035D,843862.63
E01001905,Hammersmith and Fulham 022B,844126.76
E01004627,Wandsworth 019F,845229.23
E01002847,Kensington and Chelsea 015B,845622.42
E01000492,Brent 030C,845860.97
E01004501,Wandsworth 014B,846067.38
E01001379,Ealing 034C,846622.90
E01032623,Sutton 025E,851437.07
E01003801,Richmond upon Thames 001E,851740.15
E01003027,Lambeth 019B,852176.75
E01000263,Barnet 016C,852587.71
E01001934,Hammersmith and Fulham 025B,852947.56
E01004557,Wandsworth 015B,853400.14
E01032834,Southwark 003K,854523.02
E01000272,Barnet 008B,854771.16
E01004607,Wandsworth 006D,856204.33
E01001930,Hammersmith and Fulham 008D,856931.88
E01002814,Kensington and Chelsea 015A,857722.71
E01000877,Camden 005E,859779.84
E01000888,Camden 006C,859915.10
E01004746,Westminster 021D,860061.67
E01000857,Camden 018A,860339.34
E01003476,Merton 003D,863351.21
E01000971,Camden 010C,863352.23
E01003880,Richmond upon Thames 016A,863625.59
E01002849,Kensington and Chelsea 017B,865306.33
E01003849,Richmond upon Thames 002C,866420.59
E01032640,Southwark 003H,869197.68
E01002578,Hounslow 007D,869998.86
E01002714,Islington 017D,872250.58
E01001866,Hammersmith and Fulham 012A,873128.23
E01002897,Kensington and Chelsea 020D,874312.09
E01000283,Barnet 012C,875028.15
E01004576,Wandsworth 013D,877804.45
E01000848,Camden 011C,879602.15
E01001375,Ealing 034A,879683.89
E01001907,Hammersmith and Fulham 022D,881470.75
E01003404,Merton 004D,881556.60
E01002791,Islington 016E,884720.21
E01000489,Brent 030A,884947.91
E01002894,Kensington and Chelsea 017D,885774.34
E01032789,Hammersmith and Fulham 023E,888046.82
E01004488,Wandsworth 029B,888186.85
E01000756,Bromley 033D,888200.83
E01000929,Camden 020A,889082.54
E01004306,Tower Hamlets 015A,890427.08
E01002792,Islington 017E,893615.63
E01000920,Camden 027D,897116.61
E01002832,Kensington and Chelsea 004D,899040.29
E01002899,Kensington and Chelsea 018A,899438.38
E01002850,Kensington and Chelsea 013D,899711.92
E01004705,Westminster 007D,899982.87
E01003876,Richmond upon Thames 008B,902928.14
E01033571,Richmond upon Thames 004H,903961.48
E01000491,Brent 030B,907723.59
E01001937,Hammersmith and Fulham 025C,907947.45
E01000966,Camden 016D,909913.83
E01002794,Islington 020B,910069.17
E01001901,Hammersmith and Fulham 019B,911122.53
E01000844,Camden 011B,911335.09
E01003851,Richmond upon Thames 002D,911667.26
E01033597,Westminster 023F,911697.20
E01000847,Camden 014D,922853.95
E01002829,Kensington and Chelsea 004A,924595.61
E01004707,Westminster 006C,925799.12
E01000918,Camden 028C,928167.49
E01000865,Camden 015B,929234.86
E01003879,Richmond upon Thames 008D,932006.47
E01001094,Croydon 038E,933518.96
E01001966,Haringey 009D,933798.49
E01000871,Camden 005A,935277.31
E01004682,Westminster 016B,935387.67
E01001417,Enfield 011B,936415.88
E01033208,Lambeth 004G,936431.15
E01002571,Hounslow 007A,938538.98
E01000135,Barnet 038A,940612.37
E01004737,Westminster 024C,940703.09
E01000849,Camden 011D,941818.27
E01000201,Barnet 028C,945156.34
E01000915,Camden 027A,949294.93
E01004717,Westminster 011D,952380.97
E01002225,Harrow 001C,953954.18
E01001928,Hammersmith and Fulham 011A,961463.79
E01002815,Kensington and Chelsea 011B,967828.11
E01002866,Kensington and Chelsea 009B,968318.94
E01004744,Westminster 020D,968807.05
E01002473,Hillingdon 001A,969291.41
E01002959,Kingston upon Thames 002E,971213.04
E01002833,Kensington and Chelsea 007A,973809.87
E01004654,Westminster 014B,976249.35
E01004662,Westminster 012D,978207.10
E01003864,Richmond upon Thames 002F,979269.33
E01033594,Westminster 015G,982348.22
E01004559,Wandsworth 015D,982930.67
E01000208,Barnet 033D,987970.81
E01004556,Wandsworth 009B,988905.72
E01001948,Hammersmith and Fulham 021B,989877.65
E01000253,Barnet 007B,994704.60
E01000863,Camden 021A,996455.01
E01000892,Camden 006D,998316.33
E01002717,Islington 016A,999387.76
E01003442,Merton 010A,1000496.78
E01002885,Kensington and Chelsea 006D,1001351.85
E01004733,Westminster 020C,1002503.40
E01004749,Westminster 022B,1002748.13
E01002719,Islington 016B,1003123.72
E01001992,Haringey 017B,1003323.06
E01002007,Haringey 035C,1005061.60
E01004700,Westminster 016E,1005329.90
E01003936,Southwark 009A,1009539.49
E01004479,Wandsworth 017C,1010277.30
E01002884,Kensington and Chelsea 006C,1010789.71
E01002831,Kensington and Chelsea 004C,1012800.85
E01003854,Richmond upon Thames 003C,1012983.26
E01002802,Islington 020D,1013039.20
E01002575,Hounslow 001E,1013561.02
E01004701,Westminster 007A,1014400.36
E01000882,Camden 008B,1015711.00
E01004114,Sutton 025D,1020891.37
E01003403,Merton 004C,1022562.93
E01002573,Hounslow 001C,1025338.28
E01004712,Westminster 008C,1027528.25
E01004715,Westminster 013A,1030916.22
E01001898,Hammersmith and Fulham 013C,1031372.46
E01002025,Haringey 021D,1031938.51
E01004709,Westminster 007E,1032394.15
E01001951,Hammersmith and Fulham 021E,1033935.88
E01032790,Hammersmith and Fulham 023F,1037388.79
E01004604,Wandsworth 006A,1039929.07
E01033607,Westminster 014G,1040492.65
E01002740,Islington 013B,1047020.01
E01003853,Richmond upon Thames 003B,1048193.25
E01000581,Brent 030E,1051548.34
E01002845,Kensington and Chelsea 019B,1052901.03
E01001950,Hammersmith and Fulham 021D,1069839.51
E01003846,Richmond upon Thames 002A,1070819.30
E01002839,Kensington and Chelsea 013C,1073986.62
E01001897,Hammersmith and Fulham 009C,1074307.74
E01002876,Kensington and Chelsea 003A,1074742.75
E01002820,Kensington and Chelsea 016A,1075194.87
E01003809,Richmond upon Thames 005D,1083337.74
E01003798,Richmond upon Thames 001B,1083491.08
E01004555,Wandsworth 017E,1086950.02
E01033596,Westminster 013F,1088932.50
E01003875,Richmond upon Thames 006C,1092222.84
E01000139,Barnet 041B,1098196.24
E01004751,Westminster 022C,1100706.18
E01000919,Camden 028D,1101374.19
E01000582,Brent 032C,1105149.24
E01001923,Hammersmith and Fulham 020D,1105483.97
E01002913,Kensington and Chelsea 021E,1112621.09
E01001993,Haringey 017C,1114596.94
E01004661,Westminster 012C,1114686.71
E01001919,Hammersmith and Fulham 018E,1117316.14
E01004069,Southwark 031A,1118661.31
E01003877,Richmond upon Thames 008C,1121170.07
E01004477,Wandsworth 017A,1123217.32
E01003935,Southwark 002D,1123400.19
E01004478,Wandsworth 017B,1124483.41
E01000898,Camden 008E,1126760.17
E01003461,Merton 004E,1127674.59
E01033599,Westminster 023G,1131818.81
E01003878,Richmond upon Thames 006D,1147915.94
E01000280,Barnet 007D,1152693.10
E01033600,Westminster 007F,1159229.95
E01003802,Richmond upon Thames 001F,1162970.76
E01004724,Westminster 001C,1164356.75
E01004075,Southwark 031E,1171947.47
E01004638,Wandsworth 011B,1176642.92
E01004582,Wandsworth 001C,1177671.12
E01000207,Barnet 033C,1181114.56
E01001851,Hammersmith and Fulham 010A,1183288.62
E01001927,Hammersmith and Fulham 008C,1186035.38
E01000963,Camden 017C,1186921.42
E01002690,Hounslow 007F,1189849.85
E01001926,Hammersmith and Fulham 024C,1193002.17
E01004695,Westminster 017C,1193635.59
E01004619,Wandsworth 015E,1198853.11
E01004735,Westminster 018B,1200522.39
E01004763,Westminster 013B,1200551.93
E01000913,Camden 001E,1200963.76
E01002010,Haringey 030C,1208348.95
E01000883,Camden 008C,1214513.74
E01004731,Westminster 020A,1217085.18
E01000850,Camden 026A,1218085.27
E01002700,Islington 017C,1218383.91
E01004649,Westminster 001B,1225613.79
E01004727,Westminster 008D,1230070.92
E01000878,Camden 004A,1232996.47
E01000846,Camden 014C,1233815.28
E01004748,Westminster 020E,1238707.91
E01002888,Kensington and Chelsea 013E,1241874.82
E01000842,Camden 011A,1245530.80
E01004660,Westminster 008B,1247756.14
E01004667,Westminster 023C,1253293.91
E01004698,Westminster 017E,1254365.23
E01003806,Richmond upon Thames 012B,1258440.75
E01000909,Camden 001C,1261673.68
E01002909,Kensington and Chelsea 003E,1267513.56
E01003816,Richmond upon Thames 012C,1277933.09
E01003934,Southwark 002C,1280181.40
E01002836,Kensington and Chelsea 016D,1284579.16
E01001921,Hammersmith and Fulham 020B,1300743.27
E01003805,Richmond upon Thames 012A,1303070.01
E01004734,Westminster 018A,1306339.25
E01002835,Kensington and Chelsea 016C,1307329.33
E01001916,Hammersmith and Fulham 024B,1326388.33
E01004663,Westminster 012E,1337099.22
E01000212,Barnet 035D,1351388.14
E01003799,Richmond upon Thames 001C,1354182.11
E01002882,Kensington and Chelsea 006A,1356825.70
E01001915,Hammersmith and Fulham 024A,1359152.82
E01000862,Camden 018E,1369714.76
E01003462,Merton 002B,1385878.97
E01001949,Hammersmith and Fulham 021C,1387080.65
E01004625,Wandsworth 027E,1389853.18
E01004680,Westminster 015A,1400542.70
E01004726,Westminster 003C,1403496.87
E01002887,Kensington and Chelsea 010A,1415466.62
E01001869,Hammersmith and Fulham 010D,1415923.36
E01004648,Westminster 002B,1420913.25
E01004750,Westminster 023E,1431333.96
E01000893,Camden 002A,1454373.58
E01002826,Kensington and Chelsea 008C,1468649.33
E01000948,Camden 021D,1474130.07
E01004725,Westminster 003B,1476019.03
E01004714,Westminster 011B,1483057.38
E01003464,Merton 002C,1494623.13
E01002812,Kensington and Chelsea 013A,1496778.06
E01000859,Camden 018C,1496860.78
E01000899,Camden 002E,1500223.10
E01002902,Kensington and Chelsea 018D,1511134.80
E01004693,Westminster 017B,1526239.88
E01004657,Westminster 012A,1532383.71
E01001422,Enfield 011D,1541497.32
E01003800,Richmond upon Thames 001D,1542265.46
E01004666,Westminster 023B,1556892.86
E01000279,Barnet 007C,1557761.20
E01003463,Merton 010E,1565056.95
E01001922,Hammersmith and Fulham 020C,1589971.15
E01000910,Camden 003A,1604113.60
E01000897,Camden 008D,1606992.78
E01000894,Camden 002B,1622454.77
E01000879,Camden 004B,1626489.03
E01002900,Kensington and Chelsea 018B,1639856.83
E01002827,Kensington and Chelsea 008D,1640458.69
E01002896,Kensington and Chelsea 020C,1663519.22
E01002834,Kensington and Chelsea 013B,1668009.92
E01002953,Kingston upon Thames 002B,1671531.25
E01001377,Ealing 034B,1672689.21
E01002838,Kensington and Chelsea 020A,1673522.83
E01002912,Kensington and Chelsea 020E,1678292.20
E01001925,Hammersmith and Fulham 025A,1692732.87
E01002828,Kensington and Chelsea 008E,1719413.95
E01003474,Merton 001C,1722295.75
E01002952,Kingston upon Thames 002A,1733171.85
E01002898,Kensington and Chelsea 017E,1760417.97
E01001924,Hammersmith and Fulham 020E,1773405.49
E01002956,Kingston upon Thames 002D,1778754.76
E01004683,Westminster 015B,1795231.72
E01004713,Westminster 011A,1800501.73
E01004716,Westminster 011C,1806054.80
E01002892,Kensington and Chelsea 010E,1813238.25
E01003797,Richmond upon Thames 001A,1824318.82
E01004765,Westminster 013D,1827168.26
E01033595,Westminster 013E,1846502.15
E01002895,Kensington and Chelsea 020B,1864315.62
E01004650,Westminster 002C,1885271.22
E01000896,Camden 002D,1906673.41
E01004730,Westminster 001D,1913587.93
E01003460,Merton 002A,1929935.33
E01004703,Westminster 007B,1939504.08
E01002883,Kensington and Chelsea 006B,1949166.40
E01002891,Kensington and Chelsea 010D,1950928.15
E01002901,Kensington and Chelsea 018C,1970061.68
E01000860,Camden 018D,1975058.25
E01002844,Kensington and Chelsea 019A,1978170.31
E01002910,Kensington and Chelsea 019C,1981032.42
E01002874,Kensington and Chelsea 007D,1984088.46
E01002886,Kensington and Chelsea 006E,2000098.02
E01000880,Camden 004C,2007851.33
E01002873,Kensington and Chelsea 007C,2025914.71
E01002872,Kensington and Chelsea 005B,2026392.86
E01002008,Haringey 030B,2045894.78
E01002837,Kensington and Chelsea 016E,2046065.50
E01000884,Camden 004D,2083801.18
E01004647,Westminster 001A,2092920.48
E01004653,Westminster 014A,2147464.01
E01003465,Merton 002D,2159087.85
E01002813,Kensington and Chelsea 011A,2160181.23
E01000885,Camden 004E,2189673.32
E01002816,Kensington and Chelsea 011C,2197964.03
E01000967,Camden 017D,2209994.92
E01002889,Kensington and Chelsea 010B,2275674.16
E01000213,Barnet 033F,2288024.01
E01002824,Kensington and Chelsea 008A,2296504.29
E01002817,Kensington and Chelsea 011D,2311808.58
E01002859,Kensington and Chelsea 012C,2326312.74
E01004736,Westminster 018C,2338096.28
E01004688,Westminster 019B,2349675.51
E01002914,Kensington and Chelsea 019E,2388170.20
E01002821,Kensington and Chelsea 014A,2419206.89
E01002864,Kensington and Chelsea 009A,2426920.80
E01000946,Camden 021B,2438237.03
E01002819,Kensington and Chelsea 012B,2471640.06
E01002818,Kensington and Chelsea 012A,2481766.02
E01002861,Kensington and Chelsea 014D,2482223.70
E01002911,Kensington and Chelsea 019D,2516823.70
E01002823,Kensington and Chelsea 014B,2517599.85
E01002822,Kensington and Chelsea 016B,2543625.26
E01004761,Westminster 018D,2557633.07
E01002875,Kensington and Chelsea 007E,2569950.36
E01004646,Westminster 002A,2572867.84
E01002825,Kensington and Chelsea 008B,2580311.41
E01000136,Barnet 038B,2617303.92
E01002871,Kensington and Chelsea 007B,2694602.78
E01002860,Kensington and Chelsea 012D,2736237.19
E01002868,Kensington and Chelsea 009D,2878315.91
E01004694,Westminster 016C,2939111.77
E01002903,Kensington and Chelsea 018E,3101594.29
E01002904,Kensington and Chelsea 002A,3101594.29
E01004690,Westminster 019D,3473731.76
E01002863,Kensington and Chelsea 012E,3931546.43
E01002865,Kensington and Chelsea 011E,3932886.47
E01004762,Westminster 011E,4075730.43
E01000206,Barnet 033B,4100712.83
E01004691,Westminster 019E,4536810.40
E01002890,Kensington and Chelsea 010C,4585893.56
E01004687,Westminster 019A,4953752.09
E01004692,Westminster 019F,5163028.21
E01004689,Westminster 019C,6925566.55
E01001845,Hackney 022E,807637.32
E01004732,Westminster 020B,6925566.55
E01004739,Westminster 024E,6925566.55
