LSOA11CD,LSOA11NM,Mean_Price
E01002399,Hillingdon 021E,251838.66
E01004298,Tower Hamlets 022A,251852.39
E01004271,Tower Hamlets 014C,251918.03
E01003617,Newham 012B,251927.20
E01002944,Kingston upon Thames 019A,251937.61
E01032562,Bromley 040D,252117.40
E01001259,Ealing 014B,252225.29
E01002662,Hounslow 017C,252276.79
E01001319,Ealing 004B,252380.77
E01000068,Barking and Dagenham 016E,252388.49
E01002427,Hillingdon 018E,252606.63
E01000825,Bromley 008G,252684.89
E01002343,Havering 029A,252755.07
E01003712,Redbridge 010D,252791.48
E01002546,Hillingdon 023D,252805.56
E01001847,Hackney 018B,252866.47
E01004537,Wandsworth 007B,252880.23
E01002287,Havering 023A,252890.89
E01002440,Hillingdon 003C,252934.09
E01002382,Havering 014F,253143.51
E01033085,Haringey 020E,253183.74
E01002999,Kingston upon Thames 013E,253342.79
E01004285,Tower Hamlets 019B,253364.84
E01002647,Hounslow 021A,253404.52
E01001133,Croydon 026E,253409.14
E01001682,Greenwich 020D,253631.99
E01004355,Waltham Forest 004A,253670.32
E01004418,Waltham Forest 008D,253726.90
E01003224,Lewisham 022E,253741.59
E01002523,Hillingdon 016D,253748.86
E01004233,Tower Hamlets 003D,253785.63
E01001609,Greenwich 027D,253864.59
E01002367,Havering 020E,253864.98
E01003961,Southwark 012B,253889.38
E01000226,Barnet 018D,253961.96
E01002051,Haringey 029B,253991.90
E01002660,Hounslow 016C,253999.00
E01001150,Croydon 006C,254060.29
E01001406,Enfield 015B,254229.00
E01004446,Waltham Forest 017E,254354.30
E01004239,Tower Hamlets 008E,254416.59
E01004373,Waltham Forest 025B,254476.48
E01000071,Barking and Dagenham 011E,254510.24
E01001071,Croydon 042B,254514.99
E01001296,Ealing 017C,254616.37
E01001297,Ealing 017D,254616.37
E01001120,Croydon 033A,254631.25
E01003429,Merton 019A,254638.89
E01003773,Redbridge 022D,254683.12
E01003268,Lewisham 023B,254728.99
E01002090,Haringey 005A,254752.86
E01033572,Barnet 030E,254766.83
E01004226,Tower Hamlets 001D,254811.74
E01001311,Ealing 001E,254853.85
E01001370,Ealing 037D,254917.12
E01003716,Redbridge 034D,255008.12
E01004205,Tower Hamlets 013A,255071.65
E01000155,Barnet 030D,255159.37
E01002584,Hounslow 013B,255189.82
E01002414,Hillingdon 015A,255226.66
E01003434,Merton 017E,255236.60
E01003093,Lambeth 010B,255396.04
E01001610,Greenwich 023C,255398.12
E01001686,Greenwich 020E,255424.77
E01004645,Wandsworth 016E,255462.02
E01003176,Lambeth 016E,255488.40
E01000421,Bexley 009D,255490.28
E01000422,Bexley 002C,255490.28
E01004421,Waltham Forest 018B,255507.03
E01004539,Wandsworth 003A,255581.53
E01000822,Bromley 008D,255621.16
E01033724,Hillingdon 016F,255709.10
E01002143,Harrow 005D,255713.42
E01004038,Southwark 010C,255717.08
E01000221,Barnet 039B,255733.24
E01004326,Tower Hamlets 017D,255850.07
E01000475,Brent 029C,255946.33
E01000447,Bexley 023C,255974.33
E01001800,Hackney 004C,256000.00
E01002544,Hillingdon 023B,256115.30
E01002545,Hillingdon 023C,256115.30
E01001158,Croydon 005E,256161.16
E01004471,Waltham Forest 013F,256450.86
E01004161,Sutton 014E,256476.18
E01003066,Lambeth 028B,256478.93
E01000443,Bexley 024B,256511.84
E01003357,Merton 012A,256577.71
E01003664,Redbridge 019D,256632.95
E01003641,Redbridge 013C,256651.49
E01000578,Brent 012D,256778.91
E01004338,Waltham Forest 027C,256845.98
E01000463,Bexley 025E,256880.45
E01000440,Bexley 007D,256938.82
E01002946,Kingston upon Thames 019C,256983.23
E01000357,Bexley 009B,257091.51
E01004392,Waltham Forest 017A,257110.38
E01000609,Brent 016C,257137.85
E01004199,Tower Hamlets 002C,257293.86
E01003833,Richmond upon Thames 020F,257319.80
E01003332,Lewisham 033D,257390.39
E01004283,Tower Hamlets 016A,257401.88
E01003062,Lambeth 033A,257434.26
E01001618,Greenwich 030C,257453.13
E01001217,Ealing 014A,257540.48
E01004379,Waltham Forest 007A,257561.74
E01003793,Redbridge 027D,257641.06
E01000358,Bexley 011D,257675.11
E01003469,Merton 020D,257693.44
E01004107,Sutton 020B,257693.69
E01002120,Harrow 007B,257725.00
E01003193,Lewisham 029A,257734.90
E01000341,Bexley 022A,257917.53
E01000424,Bexley 026A,257988.32
E01002219,Harrow 030B,258023.21
E01033583,Newham 013G,258081.16
E01001089,Croydon 004C,258149.60
E01001982,Haringey 018C,258228.29
E01003770,Redbridge 022B,258315.81
E01001613,Greenwich 028A,258348.90
E01002237,Harrow 024A,258463.74
E01003653,Redbridge 015D,258473.35
E01003409,Merton 013E,258659.97
E01000390,Bexley 020F,258665.08
E01003615,Newham 013C,258669.00
E01000239,Barnet 031A,258718.98
E01003550,Newham 001D,258758.93
E01004426,Waltham Forest 022D,258810.24
E01003618,Newham 012C,258880.09
E01002939,Kingston upon Thames 018A,258902.71
E01032784,Tower Hamlets 004G,258995.49
E01001134,Croydon 018E,259015.42
E01004077,Sutton 011B,259023.66
E01004457,Waltham Forest 012B,259100.66
E01004134,Sutton 003C,259146.70
E01004461,Waltham Forest 014E,259196.77
E01004401,Waltham Forest 014C,259217.23
E01001980,Haringey 018A,259221.13
E01001272,Ealing 006D,259243.93
E01004174,Sutton 017C,259247.46
E01000742,Bromley 005C,259269.39
E01003659,Redbridge 005C,259447.40
E01004397,Waltham Forest 017C,259472.18
E01002511,Hillingdon 017E,259493.44
E01001126,Croydon 034H,259644.76
E01003784,Redbridge 029B,259649.50
E01002186,Harrow 009B,259754.10
E01003734,Redbridge 033B,259823.61
E01000591,Brent 003F,259854.17
E01001291,Ealing 014C,259873.48
E01003370,Merton 005C,259929.98
E01002184,Harrow 013D,259981.40
E01004260,Tower Hamlets 007B,259983.65
E01003705,Redbridge 010A,259999.82
E01000185,Barnet 029F,260035.11
E01001681,Greenwich 020C,260124.75
E01003065,Lambeth 031A,260161.41
E01002514,Hillingdon 015C,260215.64
E01002484,Hillingdon 002E,260221.22
E01004374,Waltham Forest 025C,260234.85
E01002533,Hillingdon 005A,260309.20
E01002465,Hillingdon 009A,260365.01
E01003241,Lewisham 038C,260459.94
E01000265,Barnet 011A,260497.08
E01001421,Enfield 020C,260582.08
E01002488,Hillingdon 030B,260594.82
E01001519,Enfield 020D,260646.42
E01004615,Wandsworth 034B,260683.26
E01001648,Greenwich 022C,260929.15
E01002642,Hounslow 015A,261184.34
E01002406,Hillingdon 027B,261235.12
E01003312,Lewisham 027D,261290.05
E01004571,Wandsworth 023C,261417.90
E01000993,Croydon 021D,261442.56
E01001786,Hackney 013A,261521.91
E01003310,Lewisham 027B,261625.19
E01002532,Hillingdon 028E,261736.99
E01003203,Lewisham 009D,261770.07
E01003421,Merton 021E,261784.78
E01003756,Redbridge 023C,261850.69
E01003739,Redbridge 031C,261988.08
E01003142,Lambeth 035C,262024.07
E01002286,Havering 025C,262107.41
E01000524,Brent 031B,262285.91
E01001696,Greenwich 011B,262334.40
E01003785,Redbridge 029C,262362.50
E01003415,Merton 017C,262365.80
E01001638,Greenwich 038A,262431.90
E01002453,Hillingdon 014D,262444.07
E01002068,Haringey 025B,262454.11
E01000289,Barnet 004D,262771.43
E01004130,Sutton 003A,262916.16
E01000426,Bexley 026B,262981.75
E01004541,Wandsworth 007D,263012.50
E01001269,Ealing 001A,263224.43
E01001239,Ealing 015C,263278.65
E01001511,Enfield 016D,263291.13
E01004145,Sutton 007B,263314.64
E01003760,Redbridge 009B,263323.73
E01000564,Brent 013A,263486.11
E01004131,Sutton 003B,263530.60
E01004367,Waltham Forest 019D,263595.42
E01003766,Redbridge 024A,263617.38
E01003441,Merton 022E,263676.42
E01002378,Havering 010E,263816.21
E01000388,Bexley 016A,263926.26
E01004429,Waltham Forest 026C,263926.44
E01002168,Harrow 017D,263999.89
E01002204,Harrow 032A,264128.68
E01001783,Hackney 026D,264220.38
E01004312,Tower Hamlets 009A,264249.42
E01000351,Bexley 024A,264274.93
E01004437,Waltham Forest 021C,264302.15
E01003229,Lewisham 019D,264379.66
E01002235,Harrow 011D,264495.27
E01003950,Southwark 032B,264504.66
E01032570,Bromley 042D,264569.13
E01033705,Hackney 028D,264679.12
E01001336,Ealing 038C,264720.24
E01003352,Lewisham 030D,264745.55
E01002338,Havering 009E,264746.75
E01001395,Enfield 035B,264795.13
E01002272,Havering 014A,265061.87
E01003205,Lewisham 007D,265186.95
E01003368,Merton 008A,265213.02
E01003755,Redbridge 023B,265241.24
E01002181,Harrow 020C,265370.62
E01000627,Brent 014E,265372.77
E01000616,Brent 020A,265373.65
E01003405,Merton 018E,265411.16
E01003209,Lewisham 005B,265425.99
E01000521,Brent 025B,265434.82
E01000506,Brent 014A,265669.31
E01001885,Hammersmith and Fulham 015A,265791.67
E01002594,Hounslow 024C,265798.47
E01002211,Harrow 028A,265800.19
E01004295,Tower Hamlets 026C,265937.90
E01000709,Bromley 006A,265958.82
E01001088,Croydon 004B,266000.60
E01001403,Enfield 021E,266038.07
E01001471,Enfield 010C,266052.89
E01002296,Havering 007C,266079.52
E01003068,Lambeth 031B,266090.33
E01004159,Sutton 014C,266090.90
E01002681,Hounslow 014C,266123.38
E01001348,Ealing 007D,266136.48
E01002259,Havering 018D,266247.99
E01003642,Redbridge 013D,266296.38
E01001465,Enfield 031B,266297.92
E01003005,Kingston upon Thames 018E,266352.50
E01001599,Greenwich 032B,266390.92
E01004168,Sutton 013E,266428.42
E01002628,Hounslow 011D,266475.13
E01000501,Brent 011C,266527.17
E01001540,Enfield 008C,266636.98
E01003832,Richmond upon Thames 020E,266801.02
E01000718,Bromley 006E,266861.77
E01004139,Sutton 013D,266913.14
E01003292,Lewisham 017A,267069.31
E01002880,Kensington and Chelsea 005D,267149.82
E01004343,Waltham Forest 008A,267168.37
E01002940,Kingston upon Thames 020A,267186.72
E01003221,Lewisham 025C,267223.56
E01000344,Bexley 025B,267238.22
E01002686,Hounslow 006E,267276.35
E01002919,Kingston upon Thames 017B,267284.22
E01033327,Lewisham 012F,267328.62
E01002585,Hounslow 013C,267349.21
E01004470,Waltham Forest 013E,267400.95
E01001270,Ealing 004A,267406.85
E01000691,Bromley 002C,267418.93
E01000359,Bexley 009C,267444.55
E01002428,Hillingdon 018F,267508.75
E01001589,Greenwich 012B,267565.68
E01003414,Merton 017B,267604.63
E01003369,Merton 005B,267645.22
E01003217,Lewisham 022A,267657.41
E01000979,Croydon 022E,267688.72
E01003146,Lambeth 035E,267793.15
E01002131,Harrow 023D,267825.89
E01000629,Brent 005E,267866.57
E01001391,Enfield 036B,267906.18
E01000148,Barnet 030B,267924.42
E01000671,Bromley 020D,268005.81
E01003282,Lewisham 013A,268039.24
E01000121,Barnet 010C,268104.32
E01000525,Brent 031C,268174.13
E01004388,Waltham Forest 007F,268259.27
E01004376,Waltham Forest 025E,268281.78
E01004196,Sutton 008F,268299.29
E01002586,Hounslow 013D,268428.57
E01004240,Tower Hamlets 012A,268432.92
E01001119,Croydon 034G,268542.72
E01003987,Southwark 011B,268560.23
E01002857,Kensington and Chelsea 001E,268590.00
E01002285,Havering 025B,268604.06
E01004080,Sutton 011E,268663.72
E01002091,Haringey 006A,268686.31
E01004322,Tower Hamlets 017A,268700.12
E01002654,Hounslow 019B,268738.85
E01001033,Croydon 031A,268826.69
E01000805,Bromley 004E,268841.21
E01002970,Kingston upon Thames 006D,268894.78
E01002587,Hounslow 016A,268954.89
E01002212,Harrow 028B,269071.36
E01004450,Waltham Forest 006A,269209.23
E01001364,Ealing 026E,269390.00
E01003049,Lambeth 011C,269401.43
E01000520,Brent 002D,269413.89
E01001408,Enfield 004A,269492.48
E01004259,Tower Hamlets 007A,269759.56
E01002289,Havering 022B,269794.05
E01002536,Hillingdon 009D,269853.23
E01003235,Lewisham 038A,269861.44
E01004109,Sutton 024D,269933.47
E01002649,Hounslow 018D,269972.80
E01001368,Ealing 037C,270000.00
E01003643,Redbridge 017B,270014.95
E01000754,Bromley 031B,270040.44
E01001283,Ealing 016C,270084.54
E01002619,Hounslow 010A,270123.50
E01000128,Barnet 024C,270130.95
E01000313,Barnet 036F,270177.89
E01002234,Harrow 011C,270323.96
E01000705,Bromley 015D,270348.27
E01000659,Bromley 039E,270357.70
E01003657,Redbridge 005B,270368.79
E01003160,Lambeth 022D,270452.02
E01000780,Bromley 001B,270629.73
E01004192,Sutton 006C,270727.71
E01002214,Harrow 031A,270812.64
E01000638,Brent 024A,270838.15
E01003207,Lewisham 005A,270943.08
E01004201,Tower Hamlets 002D,271093.09
E01001615,Greenwich 028C,271155.63
E01004528,Wandsworth 035D,271159.47
E01000745,Bromley 005D,271160.58
E01002300,Havering 007E,271167.70
E01002396,Hillingdon 026A,271276.52
E01003772,Redbridge 024D,271347.79
E01001163,Croydon 002E,271465.47
E01004406,Waltham Forest 016A,271548.59
E01000706,Bromley 013D,271593.10
E01004460,Waltham Forest 011D,271599.12
E01003249,Lewisham 001D,271630.21
E01003738,Redbridge 031B,271676.79
E01003120,Lambeth 032D,271693.31
E01001518,Enfield 016F,271829.52
E01004363,Waltham Forest 019A,271831.78
E01001970,Haringey 004B,271868.93
E01003305,Lewisham 003E,271885.27
E01003754,Redbridge 020C,272299.86
E01000612,Brent 019B,272661.25
E01003246,Lewisham 002A,272769.60
E01003637,Newham 021D,272818.15
E01003059,Lambeth 011D,272852.88
E01003079,Lambeth 027A,272880.71
E01003220,Lewisham 022C,273012.98
E01003372,Merton 008B,273014.66
E01000174,Barnet 006D,273083.94
E01002495,Hillingdon 010E,273093.17
E01033086,Haringey 020F,273199.40
E01000799,Bromley 004A,273250.47
E01000471,Brent 026A,273325.40
E01003710,Redbridge 008D,273385.07
E01000070,Barking and Dagenham 011D,273687.94
E01001701,Greenwich 015C,273803.57
E01001702,Greenwich 015D,273803.57
E01001026,Croydon 043D,273909.35
E01003052,Lambeth 016C,274144.56
E01004371,Waltham Forest 025A,274186.70
E01003004,Kingston upon Thames 018D,274283.92
E01002713,Islington 015C,274300.06
E01000387,Bexley 027C,274305.42
E01002973,Kingston upon Thames 006E,274316.86
E01033602,Westminster 009H,274321.43
E01001099,Croydon 040D,274342.74
E01002773,Islington 004D,274352.01
E01002353,Havering 013B,274393.85
E01004358,Waltham Forest 002D,274419.07
E01004442,Waltham Forest 021E,274445.05
E01002501,Hillingdon 026B,274476.39
E01003420,Merton 025D,274584.27
E01000702,Bromley 013B,274657.35
E01004430,Waltham Forest 026D,274770.06
E01000679,Bromley 020E,274880.65
E01001726,Hackney 004B,275037.15
E01000593,Brent 001E,275063.13
E01004118,Sutton 009B,275115.58
E01001342,Ealing 005B,275242.86
E01000631,Brent 019C,275340.83
E01002070,Haringey 024C,275425.24
E01002758,Islington 001C,275441.20
E01004417,Waltham Forest 005C,275530.94
E01001321,Ealing 003F,275549.27
E01000150,Barnet 036A,275577.45
E01000151,Barnet 026B,275577.45
E01002947,Kingston upon Thames 019D,275629.35
E01001338,Ealing 029E,275638.39
E01002651,Hounslow 021C,275901.82
E01004573,Wandsworth 023D,275952.00
E01000711,Bromley 006C,276084.24
E01001714,Hackney 002A,276090.09
E01000427,Bexley 026C,276319.33
E01004252,Tower Hamlets 024A,276387.69
E01003937,Southwark 009B,276514.63
E01004396,Waltham Forest 012A,276521.97
E01002499,Hillingdon 033D,276539.27
E01001607,Greenwich 027B,276619.93
E01003255,Lewisham 021B,276663.65
E01001276,Ealing 011A,276680.72
E01001846,Hackney 018A,276714.29
E01002203,Harrow 010E,276730.06
E01003762,Redbridge 009D,276753.80
E01000700,Bromley 013A,276818.86
E01004354,Waltham Forest 002C,277031.78
E01001105,Croydon 039B,277036.20
E01004086,Sutton 019B,277047.07
E01002364,Havering 023C,277263.94
E01003070,Lambeth 033E,277278.98
E01001087,Croydon 003C,277368.47
E01003991,Southwark 017C,277388.56
E01000674,Bromley 008A,277394.01
E01001173,Croydon 028E,277579.14
E01002489,Hillingdon 030C,277589.02
E01002320,Havering 021A,277592.85
E01004267,Tower Hamlets 012D,277734.77
E01004464,Waltham Forest 013C,277801.39
E01002119,Harrow 007A,277831.88
E01002621,Hounslow 011B,277840.96
E01002067,Haringey 024A,277864.93
E01032787,Tower Hamlets 011F,277872.93
E01003711,Redbridge 010C,277885.91
E01002086,Haringey 013B,277912.19
E01000141,Barnet 039A,277975.33
E01000685,Bromley 037B,278014.50
E01003771,Redbridge 022C,278059.09
E01002626,Hounslow 004C,278098.21
E01004013,Southwark 019D,278131.92
E01002497,Hillingdon 033B,278175.03
E01003503,Newham 030D,278196.21
E01003506,Newham 034D,278196.21
E01003921,Southwark 021C,278205.86
E01002223,Harrow 031D,278255.10
E01003713,Redbridge 034A,278333.33
E01001666,Greenwich 036A,278335.56
E01003691,Redbridge 035B,278376.87
E01004044,Southwark 013E,278407.28
E01002164,Harrow 021D,278444.21
E01003326,Lewisham 035A,278770.79
E01001497,Enfield 031E,278809.03
E01004236,Tower Hamlets 008B,278833.33
E01003715,Redbridge 034C,278896.24
E01000362,Bexley 015B,278966.14
E01003222,Lewisham 022D,279073.09
E01001309,Ealing 001C,279123.88
E01003219,Lewisham 025B,279128.57
E01002256,Havering 018B,279158.19
E01000788,Bromley 029D,279258.18
E01004443,Waltham Forest 016E,279318.91
E01002138,Harrow 027C,279323.01
E01002386,Havering 022E,279337.83
E01001349,Ealing 006E,279501.84
E01003136,Lambeth 022A,279604.75
E01002941,Kingston upon Thames 018B,279690.20
E01002033,Haringey 010D,279714.08
E01003584,Newham 003B,279746.62
E01001801,Hackney 008B,279977.08
E01004147,Sutton 007D,279988.66
E01000231,Barnet 013D,280136.34
E01002494,Hillingdon 009C,280184.62
E01000157,Barnet 022B,280324.40
E01004247,Tower Hamlets 020C,280371.39
E01004248,Tower Hamlets 018C,280371.39
E01000607,Brent 013C,280373.61
E01004253,Tower Hamlets 024B,280426.32
E01000476,Brent 026C,280437.72
E01002185,Harrow 009A,280483.37
E01003451,Merton 024D,280483.95
E01001345,Ealing 005D,280521.65
E01000297,Barnet 027D,280529.02
E01000497,Brent 011A,280537.08
E01003218,Lewisham 022B,280565.70
E01001074,Croydon 041E,280668.45
E01000243,Barnet 032C,280671.19
E01003291,Lewisham 012D,280672.57
E01004082,Sutton 011G,280763.91
E01004536,Wandsworth 008B,280867.88
E01003394,Merton 007A,281009.34
E01001650,Greenwich 019B,281037.17
E01000791,Bromley 029E,281118.37
E01002423,Hillingdon 018B,281217.08
E01001282,Ealing 016B,281235.00
E01033341,Lewisham 012G,281271.13
E01033100,Wandsworth 002G,281278.96
E01002240,Harrow 024C,281361.79
E01004411,Waltham Forest 016D,281513.88
E01001781,Hackney 026B,281583.33
E01002923,Kingston upon Thames 013A,281585.85
E01004191,Sutton 008D,281770.86
E01002049,Haringey 026D,281907.44
E01003700,Redbridge 006C,282030.13
E01003367,Merton 005A,282062.27
E01002943,Kingston upon Thames 020B,282065.08
E01002942,Kingston upon Thames 018C,282270.68
E01000677,Bromley 018C,282308.48
E01002485,Hillingdon 002F,282334.51
E01003322,Lewisham 020D,282357.48
E01002525,Hillingdon 029B,282369.82
E01002852,Kensington and Chelsea 001A,282383.33
E01000124,Barnet 010E,282608.00
E01001024,Croydon 043B,282651.01
E01004414,Waltham Forest 005B,282677.23
E01002661,Hounslow 016D,282700.48
E01004617,Wandsworth 034D,282800.60
E01002515,Hillingdon 015D,282845.77
E01000636,Brent 020E,282899.76
E01003333,Lewisham 035D,282918.99
E01003295,Lewisham 017D,283043.31
E01003082,Lambeth 031C,283050.47
E01032786,Tower Hamlets 010F,283054.40
E01002252,Havering 018A,283126.63
E01004305,Tower Hamlets 022D,283128.32
E01004356,Waltham Forest 001D,283128.55
E01001162,Croydon 001D,283165.36
E01033732,Greenwich 036D,283216.22
E01002452,Hillingdon 014C,283277.71
E01003215,Lewisham 005E,283367.48
E01003980,Southwark 013A,283432.27
E01001812,Hackney 003E,283468.40
E01001813,Hackney 002E,283468.40
E01001018,Croydon 044A,283489.52
E01004224,Tower Hamlets 001C,283491.14
E01002232,Harrow 011A,283496.86
E01001787,Hackney 013B,283506.26
E01003701,Redbridge 006D,283553.82
E01000356,Bexley 009A,283555.48
E01004346,Waltham Forest 011B,283558.77
E01001469,Enfield 008A,283662.10
E01000575,Brent 007D,283799.79
E01003417,Merton 025A,283856.90
E01002290,Havering 025E,283899.43
E01003140,Lambeth 035B,283967.26
E01000630,Brent 026E,284050.26
E01004132,Sutton 009D,284091.75
E01000681,Bromley 035A,284141.23
E01000701,Bromley 015B,284159.81
E01004364,Waltham Forest 019B,284190.42
E01033698,Hackney 021F,284300.83
E01033734,Greenwich 004F,284351.06
E01000343,Bexley 022C,284399.01
E01003709,Redbridge 008C,284455.21
E01003995,Southwark 014B,284490.34
E01003047,Lambeth 011B,284589.67
E01003269,Lewisham 023C,284782.07
E01004415,Waltham Forest 004D,284925.66
E01000668,Bromley 020B,285101.73
E01000778,Bromley 024E,285162.35
E01000647,Bromley 016B,285214.84
E01000989,Croydon 018A,285248.09
E01000514,Brent 002B,285278.05
E01003143,Lambeth 035D,285288.19
E01003681,Redbridge 036G,285314.90
E01003345,Lewisham 010E,285371.45
E01004333,Waltham Forest 024A,285380.73
E01001838,Hackney 019E,285403.85
E01000325,Bexley 014A,285408.42
E01000714,Bromley 006D,285511.00
E01000816,Bromley 040A,285551.21
E01003547,Newham 007A,285563.54
E01002027,Haringey 010A,285580.90
E01000713,Bromley 012B,286045.95
E01003609,Newham 037A,286049.06
E01033586,Newham 013H,286162.15
E01001093,Croydon 037C,286229.86
E01004238,Tower Hamlets 008D,286349.01
E01004491,Wandsworth 031B,286408.25
E01002655,Hounslow 019C,286446.16
E01000669,Bromley 020C,286624.36
E01004584,Wandsworth 003D,286666.67
E01001246,Ealing 015D,286723.07
E01000484,Brent 006B,286855.00
E01003422,Merton 025E,286927.73
E01002383,Havering 010F,287021.74
E01002410,Hillingdon 017A,287032.11
E01002588,Hounslow 016B,287142.86
E01002640,Hounslow 012C,287177.08
E01004459,Waltham Forest 012D,287200.00
E01004099,Sutton 015C,287210.66
E01001539,Enfield 009B,287283.88
E01002274,Havering 014B,287489.79
E01001394,Enfield 035A,287600.59
E01004521,Wandsworth 037B,287678.40
E01000287,Barnet 004B,287722.77
E01004754,Westminster 010A,287728.13
E01001393,Enfield 036C,287756.02
E01003719,Redbridge 034F,287765.38
E01001591,Greenwich 012C,287823.82
E01003097,Lambeth 006A,287983.91
E01003126,Lambeth 008D,288016.44
E01004246,Tower Hamlets 018B,288119.76
E01002135,Harrow 029C,288322.62
E01001021,Croydon 044D,288582.75
E01003211,Lewisham 008B,288664.92
E01001411,Enfield 004B,288714.26
E01001680,Greenwich 020B,288845.23
E01033575,Newham 034G,288854.45
E01002118,Harrow 002E,288932.52
E01000937,Camden 025B,288999.42
E01002102,Haringey 007C,289030.89
E01004451,Waltham Forest 005D,289137.65
E01003328,Lewisham 035C,289214.02
E01000519,Brent 005B,289256.77
E01000508,Brent 025A,289264.29
E01003223,Lewisham 025D,289295.27
E01000478,Brent 029D,289316.11
E01001405,Enfield 015A,289509.51
E01001184,Croydon 011F,289650.79
E01000662,Bromley 026B,289651.31
E01002206,Harrow 032B,289723.14
E01001606,Greenwich 023B,289730.23
E01001605,Greenwich 023A,289853.19
E01002419,Hillingdon 006B,289883.80
E01003932,Southwark 034B,289900.25
E01001313,Ealing 002D,289905.84
E01000829,Bromley 018E,289912.61
E01000633,Brent 019D,289930.65
E01002140,Harrow 005A,290167.74
E01003113,Lambeth 032A,290435.35
E01002171,Harrow 033B,290525.31
E01033703,Hackney 010F,290544.15
E01004158,Sutton 018D,290552.58
E01002643,Hounslow 015B,290597.95
E01003970,Southwark 016C,290643.37
E01002412,Hillingdon 017B,290700.42
E01000891,Camden 007C,290786.36
E01001312,Ealing 002C,290886.36
E01004416,Waltham Forest 004E,291035.22
E01000522,Brent 025C,291070.27
E01000498,Brent 010B,291138.89
E01004079,Sutton 011D,291154.89
E01001814,Hackney 001C,291230.30
E01002026,Haringey 016A,291251.93
E01003554,Newham 009C,291345.33
E01000987,Croydon 021C,291439.98
E01000131,Barnet 024E,291548.88
E01000594,Brent 001F,291684.23
E01000595,Brent 027A,291684.23
E01000596,Brent 021A,291684.23
E01000599,Brent 027D,291684.23
E01001073,Croydon 037A,291699.86
E01003395,Merton 007B,291781.49
E01033577,Newham 037E,291791.55
E01001765,Hackney 010B,291801.22
E01001601,Greenwich 032D,291831.89
E01003984,Southwark 023A,291868.03
E01001598,Greenwich 031B,292038.64
E01002048,Haringey 027D,292221.88
E01002165,Harrow 017A,292279.37
E01002104,Haringey 008D,292588.59
E01003069,Lambeth 033D,292617.33
E01003080,Lambeth 027B,292646.86
E01001100,Croydon 031E,292652.90
E01000436,Bexley 011E,292891.90
E01002420,Hillingdon 008C,292946.58
E01001086,Croydon 003B,293025.42
E01003418,Merton 025B,293076.24
E01003250,Lewisham 001E,293082.55
E01000837,Bromley 030D,293159.58
E01002304,Havering 003C,293264.88
E01002444,Hillingdon 031A,293348.21
E01000750,Bromley 036B,293410.71
E01004195,Sutton 006E,293434.10
E01000229,Barnet 013B,293504.76
E01001250,Ealing 028B,293534.90
E01004381,Waltham Forest 007C,293624.50
E01003315,Lewisham 024D,293648.39
E01003210,Lewisham 005C,293655.31
E01002043,Haringey 026A,293722.68
E01004207,Tower Hamlets 011A,293763.11
E01004041,Southwark 013D,293766.46
E01000790,Bromley 028C,293867.31
E01002294,Havering 007B,293875.37
E01032765,Tower Hamlets 004F,293877.20
E01004136,Sutton 003E,293941.42
E01002101,Haringey 007B,294215.09
E01001401,Enfield 016A,294335.00
E01001944,Hammersmith and Fulham 004B,294368.12
E01002198,Harrow 010C,294464.24
E01003911,Southwark 020A,294467.26
E01003145,Lambeth 034D,294474.45
E01003698,Redbridge 006A,294484.98
E01002921,Kingston upon Thames 011A,294500.81
E01002782,Islington 012E,294511.41
E01003108,Lambeth 002B,294546.01
E01002221,Harrow 030C,294560.58
E01000751,Bromley 036C,294610.96
E01002220,Harrow 031C,294689.96
E01003972,Southwark 016D,294704.88
E01000459,Bexley 027F,294854.55
E01004469,Waltham Forest 013D,294867.00
E01002183,Harrow 013C,294905.30
E01001472,Enfield 010D,294948.94
E01001292,Ealing 014D,295097.03
E01000349,Bexley 020B,295205.51
E01000682,Bromley 035B,295214.29
E01033731,Greenwich 004E,295329.93
E01003342,Lewisham 010C,295379.55
E01003543,Newham 001A,295401.21
E01004616,Wandsworth 034C,295430.23
E01003786,Redbridge 026C,295656.75
E01004144,Sutton 007A,295674.86
E01004522,Wandsworth 037C,295675.61
E01001341,Ealing 005A,295872.22
E01003635,Newham 016D,295883.65
E01000345,Bexley 022D,295975.50
E01000663,Bromley 026C,296015.46
E01003650,Redbridge 015B,296124.89
E01001849,Hackney 018D,296251.83
E01000619,Brent 017E,296278.33
E01000327,Bexley 017A,296543.65
E01003724,Redbridge 003B,296609.26
E01004270,Tower Hamlets 014B,296631.02
E01002222,Harrow 030D,296732.74
E01002466,Hillingdon 010B,296789.74
E01000383,Bexley 028B,296860.74
E01002381,Havering 012F,296882.54
E01001346,Ealing 007B,296957.34
E01000485,Brent 006C,297018.07
E01002333,Havering 008A,297056.89
E01002679,Hounslow 009C,297067.38
E01004359,Waltham Forest 002E,297068.39
E01002972,Kingston upon Thames 005D,297119.08
E01004368,Waltham Forest 019E,297152.36
E01000618,Brent 017D,297244.92
E01004281,Tower Hamlets 031D,297320.68
E01003674,Redbridge 007G,297382.65
E01003597,Newham 016C,297483.33
E01003598,Newham 021A,297483.33
E01003046,Lambeth 009A,297600.45
E01003842,Richmond upon Thames 013C,297700.08
E01033580,Newham 037F,297830.71
E01000656,Bromley 039C,297873.18
E01032805,Southwark 022F,297878.58
